Age, Income
27, $63500
25, $8100
46, $15000
71, $94000
89, $16500
54, $280300
72, $641800
61, $27600
35, $36200
34, $62500
39, $100900
58, $50900
78, $86300
51, $119900
58, $39400
62, $95600
37, $98400
58, $53800
41, $72000
65, $348800
63, $414000
40, $122800
55, $645400
52, $133400
60, $145900
26, $25800
24, $33100
39, $133500
58, $115800
70, $26000
46, $387300
44, $92400
58, $545000
16, $66700
71, $80700
41, $57900
59, $230200
37, $357500
91, $23000
64, $14900
37, $114300
70, $59900
31, $55800
62, $28200
52, $24800
66, $76900
72, $433000
32, $63200
24, $6800
53, $76700
25, $39600
63, $93600
65, $23400
37, $121500
39, $580100
36, $74300
53, $30500
44, $110100
43, $57100
59, $133500
33, $98500
64, $975500
91, $93300
55, $7800
51, $206800
31, $63200
43, $479400
64, $25200
54, $22300
30, $29400
89, $28200
85, $14300
42, $79300
59, $120200
36, $88900
68, $115600
80, $391600
71, $58200
35, $43700
66, $52500
64, $85100
59, $76100
54, $818300
77, $6300
47, $710800
23, $30500
48, $86200
78, $48200
56, $44400
46, $51300
87, $53500
54, $370600
41, $181200
22, $39000
37, $548800
73, $83200
35, -$4100
84, $24000
63, $707500
61, $91400
27, $70000
55, $377100
41, $71400
48, $105900
47, $646700
71, $115200
64, $99800
66, $49400
76, $22600
27, $53000
66, $47400
53, $28900
38, $20100
55, $109500
59, $125300
26, $64600
33, $61700
42, $306000
67, $44800
41, $137500
70, $30100
53, $25300
26, $55400
87, $17300
48, $991700
56, $54400
32, $53000
43, $759700
89, $5000
56, $36300
30, $611300
56, $42500
69, $26600
55, $80800
52, $10000
52, $86000
81, $63100
23, $20200
85, $11100
55, $209300
73, $55800
30, $49100
42, $531800
52, $78600
50, $147100
57, $9700
44, $81900
47, $146200
67, $64000
63, $33400
37, $60100
37, $96900
59, $416900
42, $40700
63, $52900
46, $57500
52, $81100
56, $62300
72, $54300
65, $84900
36, $414400
25, $8000
40, $75200
56, $75200
29, $31000
56, $33600
30, $33800
53, $116600
45, $274900
31, $19500
47, $55300
65, $618300
42, $691200
48, $144000
60, $567000
40, $96800
76, $53000
49, $132600
43, $76600
48, $315500
43, $214300
21, $52900
64, $139200
72, $32100
57, $66500
54, $430000
39, $48600
33, $43300
75, $44200
77, $46900
42, $69300
46, $109400
64, $506900
38, $396100
38, $43000
34, $127100
30, $38600
58, $267100
60, $27400
39, $91900
45, $149600
45, $122900
60, $90300
23, $24100
36, $57400
27, $35300
45, $43500
38, $40500
40, $10800
43, $96200
54, $100100
62, $8000
46, $84500
56, $870700
37, $193600
58, $89100
34, $100900
61, $48000
64, $58800
53, $19400
72, $40600
39, $71700
59, $71500
50, $55600
51, $95900
42, $50000
72, $34900
56, $92000
48, $50200
78, $43900
89, $63500
37, $69500
38, $24800
62, $26800
85, $800
43, $51700
49, $143900
36, $320100
62, $42100
30, $64900
37, $510000
54, $798400
45, $637900
25, $17600
48, $36700
71, $43900
48, $143300
50, $102100
62, $113600
56, $27800
40, $34500
50, $681800
47, $42100
45, $101200
48, $493500
35, $28000
49, $75700
81, $36500
42, $58400
44, $22300
41, $70600
65, $914300
48, $674100
56, $117100
47, $58800
59, $149500
44, $453100
37, $81900
34, $69500
51, $66100
39, $213600
74, $399300
53, $89400
63, $120900
50, $887000
61, $49800
54, $65500
68, $122200
38, $48700
85, $24400
65, $896500
30, $14800
63, $119300
77, $64900
73, $25300
46, $60900
35, $55400
65, $83100
57, $37400
58, $64600
43, $278700
55, $40400
45, $232100
37, $976600
54, $59300
59, $114200
59, $144700
70, $99700
28, $60600
87, $23800
80, $44000
64, $33000
28, $25100
77, $58900
47, $35800
28, $26900
71, $24800
62, $140800
25, $67800
53, $588500
51, $89700
83, $14900
24, $93800
37, $53000
71, $58900
62, $161500
58, $84300
69, $5600
29, $138300
29, $83800
55, $632200
64, $95700
33, $14700
62, $917900
68, $144600
36, $43600
72, $40100
29, $63400
38, $98300
67, $967700
44, $82000
69, $11400
53, $55900
32, $38700
63, $37700
32, $17700
29, $34200
35, $68600
71, $123600
36, $32900
47, $516400
52, $29000
59, $48200
61, $19900
47, $19100
34, $412000
20, $23400
27, $20900
61, $25300
55, $842700
49, $804500
44, $101900
55, $14600
45, $76200
62, $73800
56, $964100
45, $52000
30, $59300
44, $30800
49, $369300
49, $74200
72, -$1100
35, $29500
81, $25000
21, $34600
58, $82800
58, $28900
41, $21100
59, $16200
21, $27000
48, $123900
63, $33500
45, $941200
54, $456700
38, $52000
24, $33000
28, $36300
63, $939000
47, $12100
39, $339600
56, $50200
26, $44300
61, $692500
55, $93800
42, $58100
43, $142300
21, $11800
85, $15800
59, $20700
55, $63900
44, $79100
33, $17400
55, $78700
17, $9200
69, $30500
58, $20200
53, $97200
31, $89900
44, $109500
54, $115100
50, $119100
63, $37800
33, $911200
56, $48500
22, $11300
37, $661800
83, $57300
33, $126400
27, $95300
39, $77100
27, $52000
64, $27000
59, $961300
48, $360300
31, $56600
48, $48800
87, $13800
62, $17700
85, $19300
46, $29400
69, $60900
43, $971700
66, $203200
43, -$5000
32, $94300
60, $81600
54, $8200
56, $57800
61, $72700
63, $20700
63, $14600
41, $33100
70, $17800
75, $13700
42, $47300
70, $200700
22, $26000
33, $122500
56, $126300
54, $79100
54, $125500
62, $11400
64, $50000
85, $57200
85, $21300
27, $88900
80, $35400
79, $36400
42, $80100
87, $24400
26, $48800
66, $15700
51, $66800
42, $809600
67, $81700
58, $12700
41, $40300
55, $137700
39, $49300
38, $52400
58, $103500
67, $61900
38, $56700
36, $117700
44, $6500
53, $71300
36, $110200
74, $26700
33, $3800
48, $21400
41, $121700
81, $64500
50, $25600
50, $52100
85, $4100
52, $18200
48, $51300
38, $613300
43, $25000
32, $11800
57, $54500
48, $28700
16, $44900
33, $78900
33, $803100
43, $122200
71, $22800
53, $37200
42, $89600
35, $74700
55, $13500
28, $57300
52, $319100
60, $73200
35, $26800
42, $46000
47, $72300
33, $5300
67, $73600
31, $11700
34, $54400
44, $244300
43, $57400
66, $28600
41, $91900
52, $44500
21, $34200
31, $49100
71, $56500
61, $52400
70, $36200
61, $45400
49, $550200
30, $39700
45, $17300
44, $8100
70, $54700
46, $117700
53, $73400
60, $98700
30, $28700
80, $50900
48, $68300
39, $26300
68, $119300
70, $58600
59, -$1900
24, $48300
24, $51000
62, $30400
43, $41600
54, $4600
53, $13500
66, $93100
52, $39800
32, $147500
57, $74700
37, $56400
51, $754900
35, $67700
27, $45100
68, $70100
37, $50900
64, $97800
66, $66000
50, $469500
74, $41900
59, $82300
21, $1300
54, $103400
48, $59300
47, $496000
23, $14200
26, $55700
70, $45500
49, $45000
32, $82700
56, $47100
44, $122800
80, $38300
64, $21700
38, $149100
25, $97200
44, $98800
72, $49700
81, $14600
62, $13700
50, $45800
36, $16500
53, $62800
25, $47300
35, $79300
69, $23900
64, $103700
75, $20800
33, $16100
29, $5300
32, $128300
44, $78600
61, $64900
56, $24100
42, $55600
64, $72800
54, $716900
41, $47900
37, $75300
29, $13300
44, $55400
81, $11300
23, $56600
53, $118800
48, $900200
43, $59400
67, $494900
52, $106300
32, $476900
22, $23000
36, $137900
75, $74500
56, $21300
23, $14400
55, $747300
77, $20200
42, $99200
56, $11600
71, -$2500
55, $7000
34, $34600
30, $42500
81, $22800
42, $57600
77, $13200
51, $44800
29, $28900
37, $459100
59, $537400
53, $147200
50, $163900
51, $84500
62, $813100
57, $2800
60, $64700
47, $61900
54, $57600
51, $80200
47, -$1300
44, $41500
44, $79400
75, $55000
52, $14700
16, $73400
52, $42700
64, $10700
73, $3400
50, $35400
61, $66500
56, $69700
21, $17900
25, $6700
53, $33300
24, $11900
42, $295400
67, $82400
20, $11600
46, $74600
62, $27000
56, $35700
37, $29900
59, $7900
63, $84800
58, $17500
52, $29400
30, $121900
76, $81300
57, $33900
27, $72400
57, $251900
75, $46800
58, $36900
79, $13600
32, $80000
50, $24500
66, $367600
51, $134900
63, $56600
39, $63000
59, $98200
64, $42500
37, $80300
39, $12200
44, $29900
32, $18700
28, $148200
36, $279200
55, $71900
78, $65800
27, $6900
51, $83900
47, $72800
65, $44100
28, $88500
78, $27300
59, $29500
50, $73800
63, $40400
57, $28200
51, $21400
70, $73400
33, $16200
29, $28200
59, $48100
28, $10500
47, $90200
31, $45300
59, $344600
58, $139900
29, $61300
61, $106000
60, $26200
22, $33600
91, $61100
62, $684900
30, $72200
57, $100300
24, $79800
48, $199600
70, $31000
49, $39600
24, $40300
37, $71000
29, $58200
72, $31800
63, $520200
34, $71800
24, $35700
54, $66200
24, $29700
34, $126100
49, $27900
80, $24200
22, $43800
84, $21600
56, $7500
67, $62100
16, $79500
58, $104200
42, $82900
54, $600
26, $28800
45, $845800
75, $15400
57, $208300
52, $71000
27, $36900
61, $34300
36, $120100
53, $34500
41, $52200
31, $67900
63, $52700
36, $15500
54, $34300
31, $37000
23, $23500
33, $50800
83, $54500
21, $13300
54, $68400
23, $59600
49, $13300
65, $109400
55, $68200
56, $68500
56, $109100
51, $139600
66, $5500
36, $49100
37, $49800
84, $39600
38, $56300
57, $118300
43, $40900
26, $32200
67, $73600
66, $42400
81, $52700
60, $48500
26, $11600
54, $28400
72, $50200
52, -$4000
50, $33200
53, $903400
66, $111200
60, $128400
51, $67500
57, $9000
21, $18500
35, $4000
28, $92700
81, $13200
56, $68200
60, $737300
33, $834000
31, $58800
42, $66300
56, $6900
74, $73900
42, $129000
26, $26200
85, $17100
59, $19100
41, $35800
27, $4700
83, $58000
72, $61900
69, $45900
46, $17800
30, $30600
65, $6200
41, $56700
73, $55100
23, $79300
44, $134900
37, $28900
63, $7800
52, $82600
61, $90100
72, $31700
57, $4000
64, $102900
50, $19000
48, $629700
59, $39800
45, $272400
27, $547700
42, $60400
64, $53000
83, $15700
33, $43600
43, $104900
77, $35000
81, $14100
27, $622200
35, $553800
58, $334200
83, $14600
34, $6500
52, $418400
35, $115800
56, $22500
42, $69300
35, $7600
39, $9800
62, $44300
48, $44400
31, $57500
54, $134700
51, $9800
77, $15400
59, $129900
70, $86200
81, $14700
56, $39200
36, $23300
73, $22300
58, $130400
32, $21800
77, $43700
36, $176100
38, $38000
42, $467600
26, $48200
48, $28800
46, $136800
43, $26300
63, $51900
34, $79900
51, $133900
56, $19000
31, $26700
64, $13200
31, $84300
54, $115200
26, $73100
89, $44400
31, $14800
49, $12400
75, $60900
56, $76500
41, $126500
47, $2100
85, $45800
29, $94000
31, $53900
54, $9600
74, $19300
75, $132100
87, $35200
32, $81000
80, $13500
27, $8300
56, $99100
48, $35700
37, $18200
59, $90900
75, $36300
58, $26000
39, $53500
58, $37000
59, $990600
25, $43100
50, $14000
60, $96100
23, $33500
69, $44000
46, $29800
61, $11500
89, $26300
26, $67800
66, $12100
41, $70100
58, $3700
52, $36900
51, $15900
74, $11000
64, $136000
75, $67100
25, $30600
89, $44600
50, $90600
44, $832500
58, $22200
60, $120800
85, $954400
40, $58900
69, $20900
47, $135900
68, $88300
37, $49500
52, $28600
87, $28700
63, $53500
29, $6100
75, $49000
51, $51800
81, $23200
50, $58100
83, $94100
47, $45900
63, $10700
40, $39300
46, $2800
28, $16500
46, -$2200
22, $146400
50, $67100
37, $45900
21, $10600
52, $726700
78, $36200
69, $51300
74, $27700
38, $14300
47, $46300
41, $21800
36, $63700
47, $608900
54, $929200
46, $73200
55, $30400
27, $36000
53, $87000
45, $71000
51, $480000
32, $681500
61, $8300
65, $37200
46, $46900
31, $710000
27, $59300
24, -$600
70, $6700
70, $10400
28, $64300
76, $55700
53, $71300
58, -$4500
64, $93200
73, $23900
58, $876500
36, $26100
38, $56800
36, $9000
61, $37000
52, $106600
60, $48300
43, $73500
56, $76000
46, $98600
42, $139300
46, $108200
55, $55300
61, $53400
75, $60500
35, $86100
32, $5300
87, $13000
56, $112300
44, $135600
80, $35200
36, -$1600
50, $109500
85, $13800
77, $99800
87, $21800
35, $927100
85, $49600
63, $62500
77, $33600
80, $34400
66, $94700
41, $74700
37, $71000
47, $15900
34, $113400
56, $952000
57, $126900
68, $87000
31, $120000
50, $212600
37, $913600
47, $27500
48, $79800
55, $73900
37, $472000
24, $9800
28, $136600
51, $131900
44, $567000
57, $169600
48, $100600
56, $134800
19, $33000
54, $142000
69, $86600
36, $69500
50, $84800
41, $131000
35, $56900
62, $62700
45, $21600
64, $69800
75, $16200
50, $100200
31, $16600
75, $49900
45, $72400
89, $16900
67, $66200
40, $70400
42, $141500
71, $78900
20, $149000
55, $94600
34, $95000
62, $937500
85, $35000
72, $101800
36, $135300
63, $36100
55, $49400
72, $10900
49, $16900
60, $133700
43, $33400
47, $794300
50, $36300
63, $16900
48, $109600
53, $30800
41, $138200
68, $36000
50, $635700
74, $58900
44, $561100
33, $10500
59, $59700
56, $47100
50, $749300
47, $53900
81, $58900
39, $100400
46, $96400
59, $165300
51, $145000
31, $40600
61, $141300
41, $318100
59, $57100
31, $114500
67, $27500
48, $12800
87, $20200
42, $470300
64, $64400
34, $57600
27, $73900
34, $65200
54, $139500
51, $408200
58, $27600
59, -$3500
46, $148400
63, $109800
61, -$600
47, $18500
69, $8200
63, $724100
45, $73900
53, $25600
66, $53700
48, $45600
35, $99400
83, $37700
37, $73000
36, $411800
29, $499200
61, $717600
25, $72100
55, $750500
89, $11000
63, $55300
52, $450000
50, $124400
29, $13400
54, $177600
80, $49100
68, $54400
51, $210600
64, $7500
65, $125200
48, $977900
69, $64900
77, $24500
79, $40300
42, $141800
38, $39500
56, $76900
56, $20500
63, $112900
32, $80900
56, $22600
85, $24100
38, $37800
80, $17100
35, $20100
62, $52800
35, $25400
46, $75900
59, $102400
32, $54200
49, $68200
29, $77800
60, $117200
44, $62200
48, $68800
40, $57700
68, $54700
42, $438200
85, $19900
49, $57200
59, $38700
73, $67100
52, $113900
47, $111600
82, $70200
87, $20400
36, $374600
51, $79400
31, $17200
80, $36600
53, $357600
59, $16100
55, $58500
57, $83600
93, $35200
81, $34000
41, $412100
87, $10400
42, $99500
54, $29600
59, $145500
50, $69900
30, $118400
49, $79600
52, $97300
59, $636500
29, $110200
60, $268500
32, $560100
47, $418800
50, $546100
70, $64500
81, $35100
25, $21500
72, $92800
53, $129200
53, $789200
36, $491700
57, $72100
57, $94300
76, $56800
38, $37600
75, $44200
45, $703400
78, $108600
54, $14400
39, $734000
77, $19100
41, $17500
53, $721500
56, $725800
18, $147600
33, $72000
59, $5800
46, $455600
44, $68900
36, $528500
55, $91600
67, $102000
70, $45800
39, $146600
51, $10700
51, $120300
52, $73700
47, $96000
78, $49600
58, $64600
78, $35100
46, $38800
55, $122600
40, $659100
55, $465600
57, $875300
46, $67200
59, $355300
37, $2100
51, $122100
73, $54800
73, $38400
42, $94200
25, $13200
89, $12700
66, $120900
41, $58800
78, $20000
37, $48000
56, $28700
56, $167400
50, $17400
70, $771700
45, $33900
49, $21900
77, $18500
52, $940400
72, $114000
34, $75700
56, $716500
61, $675100
40, $244600
41, $760100
32, $14700
43, $26500
74, $17300
53, $37300
33, $22900
31, $51900
52, $122400
79, $3100
49, $86100
68, $41700
61, $17100
50, $352700
25, $255800
54, $29800
44, $56100
75, $51100
80, $596000
72, $89100
93, $16800
66, $63900
63, $68000
32, $73200
70, $75300
48, $385400
82, $101100
31, $3400
68, $46000
43, $744000
25, $102300
55, $37200
55, $8500
45, $235200
44, $128500
37, $121400
47, $41000
22, $42500
57, $61700
53, $23700
53, $148700
85, $95200
50, $33000
34, $108100
91, $22500
68, $45500
61, $25100
52, $61800
19, $5800
45, $78100
56, $83400
58, $58600
31, $57300
40, $51100
53, $118000
58, $515600
54, $15200
87, $32600
60, $106700
56, $560300
60, $32000
34, $82900
67, $73200
63, $90800
72, $51700
54, $132600
24, $20100
53, $53900
51, $146700
54, $16700
85, $8800
70, $513300
42, $70500
48, $11500
69, $34900
59, $22200
57, $733200
47, $27000
56, $552700
50, $96100
48, $85700
57, $268200
61, $14500
54, $39800
64, $67300
57, $489200
91, $40900
29, $136000
50, $123500
45, $117900
61, $78100
40, $73400
64, $83600
49, $575200
58, $35000
53, $104800
54, $788400
53, $621400
51, $75300
24, $52200
83, $52600
65, $46400
32, $915800
67, $149200
53, $95900
53, $74100
43, $42400
40, $996200
62, $921700
37, $91000
36, $43300
85, $33700
43, $9700
79, $52500
23, $32700
58, $53700
40, $934400
70, $15100
56, $39500
64, $18600
71, $83800
70, $20300
77, $52700
53, $98800
77, $38300
60, $92500
57, $118000
68, $48500
87, $16400
28, $44000
75, $788200
69, $46400
70, $71500
60, $472900
51, $65100
93, $34900
41, $130800
42, $74600
74, $44500
68, $14200
18, $90500
45, $54200
52, $23400
78, $74900
34, $102700
54, $14100
23, $37800
85, $18500
51, $670100
40, $819200
71, $11300
37, $87600
57, $19400
49, $38000
56, $81000
60, $11200
31, $17100
24, $14500
54, $55200
63, $78300
52, $35700
76, $85600
64, $45200
58, $87900
48, $78200
56, $24900
67, $497100
39, $63200
54, $124500
53, $629800
29, $35900
87, $37700
40, $45300
54, $549300
77, $94500
68, $62600
41, $90300
54, $64700
47, $913600
50, $132800
65, $81600
66, $110300
63, $399100
51, $78000
63, $74700
38, $402200
70, $31700
61, -$4900
22, $33100
57, $964400
59, $149500
42, $255200
80, $36000
44, $125700
71, $114800
58, $58600
51, $901500
50, $65700
61, $33500
48, $36700
78, $107600
38, $94500
73, $66400
48, $71700
57, $126300
78, $74300
80, $74200
52, $121900
43, $105700
40, $552600
73, $45900
65, $204600
78, $30500
44, $26700
67, $56300
72, $10700
78, $24700
75, $44400
75, $520600
57, $12600
62, $447700
42, $829300
20, $41000
43, $89000
81, $93300
46, $103400
89, $15900
57, $16900
77, $16000
74, $21500
45, $23200
81, $37100
70, $45400
73, $51900
72, $34600
58, $95400
49, $102100
44, $109700
43, $79300
46, $18600
66, $437100
63, $142800
33, $739100
35, $38600
47, $56900
57, $411700
71, $232500
52, $101900
37, $336300
34, $974400
60, $26600
81, $30900
33, $113500
43, $96300
25, $27600
30, $62600
50, $114800
31, $369300
68, $40300
70, $34600
49, $706700
55, $61500
81, $67500
61, $17500
41, $803700
28, $75300
45, $120900
35, $46200
37, $297700
78, $43700
50, $270300
71, $49600
70, $863500
44, $532300
26, $49100
30, $124600
62, $12100
50, $473100
23, $77800
82, $17500
77, $63400
62, $40800
65, $129300
54, $983900
18, $317000
58, $47700
77, $41500
79, $11100
65, $19100
40, $373500
70, $44200
64, $106900
60, $70500
62, $73000
55, $38900
57, $791400
44, $105200
35, $77000
52, $973700
39, $111400
39, $81500
57, $78100
52, $56200
41, $121000
39, $500
65, $69300
53, $42200
33, $81000
52, $686300
91, $47900
38, $136300
29, $147100
40, $914000
72, $297000
39, $63800
44, $868800
41, $780500
54, $188100
62, $634500
71, $96900
73, $288200
53, $9800
72, $12400
39, $552200
41, $52700
66, $12000
70, $62300
30, $120800
54, $93300
53, $23500
75, $17900
62, $32400
34, $75900
50, $61300
59, $74300
49, $121000
69, $908700
89, $12200
55, $51000
43, $54600
28, $37800
69, $45600
57, $133400
57, $87600
66, $38000
52, $31200
49, $59800
64, $37800
53, $144500
83, $17800
80, $21700
29, $823400
52, $137800
31, $63000
40, $142700
40, $87000
61, $639300
61, $102400
85, $22000
49, $813400
67, $59500
80, $13700
60, $116900
49, $87600
47, $67100
85, $38200
56, $106200
93, $49700
44, $148500
59, $121400
66, $561100
74, $127300
55, $478700
44, $82000
55, $75600
50, $992600
29, $91200
32, $93100
25, $46900
69, $18300
25, $49800
77, $34800
62, $62800
63, $678300
75, $93600
34, -$2200
40, $994300
37, $109700
48, $88000
56, $112300
77, $59500
65, $78200
59, $60300
73, $18100
44, $515400
44, $99100
51, $147300
51, $50300
89, $87100
60, $21300
57, $73900
36, $126700
64, $65300
71, $63000
68, $84600
49, $3700
55, $98400
70, $46400
33, $40600
52, $287400
69, $44600
44, $35400
39, $181000
53, $8200
39, $140100
37, $31500
40, $13000
61, $11300
72, $24900
49, $6300
66, $36300
51, $141400
35, $87500
58, $829600
48, $936800
89, $13200
57, $901900
74, $36700
35, $814500
50, $97800
81, $47900
24, $22700
50, $758800
65, $61800
77, -$1000
49, $57500
47, $79500
63, $134600
62, $41400
91, $9600
46, $65700
26, $19200
23, $73700
28, $32300
39, $68800
42, $63300
58, $94300
64, $13300
31, $149600
53, $49100
74, $70200
46, $100400
65, $596600
52, $27300
71, $9600
40, $41500
81, $23000
47, $83000
80, $23400
29, $141600
71, $65900
70, $20400
46, $46000
63, $62900
61, $461500
38, $68400
30, $129900
56, $84300
34, $102800
41, $123500
42, $85800
49, $37600
77, $63200
57, $96200
55, $73900
50, $662600
19, $14300
58, $137000
71, $20700
47, $49900
62, $184600
27, $35400
32, $36700
55, $29300
58, $62400
85, $23900
42, $35100
63, $13000
26, $47900
62, $33500
52, $928400
47, $56500
19, $5800
27, $42300
67, $48000
66, $40400
74, $26600
27, $27700
58, $79500
52, $511700
61, $82600
57, $40000
31, $15400
31, $86400
73, $518300
58, $13900
26, $88600
67, $99700
60, $83100
68, $13800
35, $61000
64, $74900
58, $80100
37, $21300
34, $76500
51, $88600
47, $41300
47, $44000
75, $37700
85, $14500
47, $54200
33, $30200
58, $862300
80, $18100
56, $78100
71, $57000
48, $94100
64, $73800
56, $84200
37, $58600
34, $119800
26, $15600
75, $21400
58, $24100
30, $115900
48, $90900
38, $108300
35, $32700
72, $23500
38, $983200
59, $76500
30, $143400
27, $13900
35, $46300
59, $7100
59, $63800
66, $14600
37, $62500
65, $39900
63, $31700
59, $292100
91, $20400
42, $869200
62, $112700
45, $8900
81, $35300
58, $5200
40, $85200
26, $72600
45, $51600
57, $88900
43, $22000
45, $46700
87, $21500
33, $59800
68, $31800
51, $12000
57, $36300
54, $47300
24, $56800
54, $111700
34, $78400
68, $65100
74, $58800
39, $49900
38, -$3000
65, $135400
49, $55100
50, $29700
33, $61100
34, $61200
60, $18500
32, $97400
59, $300000
71, $12300
28, $27600
91, $55700
41, $35700
79, $33500
25, $34000
72, $50600
33, $85000
79, $31000
72, $27200
91, $36000
35, $81800
52, $98100
55, $73900
33, $39600
53, $73200
49, $47800
21, $27200
45, $13900
62, $547800
57, $22500
35, $95100
45, $111200
76, $21700
24, $36600
85, $10000
47, $63400
63, $17000
34, $50300
35, $40000
31, -$300
66, $29200
46, $132100
50, $88200
22, $51600
87, $60300
54, $51900
73, $38100
50, $47200
50, $88600
63, $34300
37, $47100
60, $23000
66, $10300
89, $12500
38, $681900
60, $32900
58, $89400
54, $92200
59, $56600
50, $20300
50, $807900
58, $303600
40, $133200
43, $61700
34, $88200
40, $52500
59, $521300
42, $702200
61, $7800
27, $24500
46, $138700
57, $19600
61, $30400
62, $798200
60, $87300
49, $30100
67, $71000
69, $23600
30, $20200
35, $23800
47, $59000
36, $36600
55, $88800
52, $146700
43, $58900
50, $22500
55, $460200
54, $782500
34, $13500
49, $55400
57, $112700
63, $15700
67, $47200
44, $29900
46, $88600
33, $1400
67, $6700
68, $56300
59, $7000
70, $17500
67, $92900
46, $33400
41, $38600
39, $114900
33, $22300
45, $35700
24, $33900
26, $33400
70, $42900
68, $47200
55, $367400
89, $10800
36, $63600
29, $38700
36, $31000
65, $37300
47, $32300
29, $23700
61, $2000
68, $68800
60, $66300
76, $40400
85, $17600
69, $5300
63, $10800
55, $41000
75, $34100
34, $21100
43, $42400
75, $9200
33, $107700
38, $46300
45, $10600
73, $73900
29, $43900
64, $25200
58, $63000
36, $57700
30, $5600
71, $44800
67, $40000
72, $15800
58, $12400
83, $721700
70, $86800
22, $61900
65, $130000
46, $83700
76, $57500
67, $11800
82, $43400
72, $80600
71, $9000
55, $21700
38, $287600
62, $69200
44, $52400
58, $68000
22, $35600
20, $10200
61, $56300
68, $29100
56, $20100
57, $21000
66, $61600
67, $28700
36, $98400
50, $33800
54, $37000
25, $45400
52, $35300
51, $33100
75, $47100
39, $74200
28, $16400
70, $26200
55, $57000
52, $52400
77, $20200
68, $67100
54, -$4000
74, $70800
69, $49100
33, $57700
76, $31900
42, $212600
57, $24600
70, $37400
49, $72100
67, $33800
66, $97000
63, $20200
80, $35700
82, $7500
61, $30900
91, $15200
81, $20100
63, $117800
80, $50800
28, $20800
62, $72200
73, $47900
47, $26000
73, $56500
74, $8900
76, $63000
23, $15500
46, $90500
52, $17400
42, $42100
76, $26300
55, $451300
33, $27000
58, $64800
38, $24800
54, $99800
71, $47800
38, $5300
36, $44600
40, $26500
73, $37000
46, $32700
33, $19100
49, $35300
34, $90600
53, $62300
48, $98900
82, $53900
70, $66100
67, $28800
91, $16600
49, $7500
39, $30300
61, $30000
63, $26900
57, $46600
62, $19700
38, $28900
83, $85200
67, $55600
64, $45800
70, $37300
62, $27700
79, $59400
78, $50200
54, $15800
46, $13500
66, $86500
72, $35800
30, $134200
68, $65800
62, $58700
80, $61000
77, $12300
65, $57300
79, $75700
70, $71800
34, $120300
22, $18900
64, $36200
62, $22800
58, -$2500
40, $39200
31, $22600
65, $14800
40, $71900
37, $10300
56, $13000
28, $46700
56, $32700
74, $56000
74, $48300
44, $52900
24, $37500
58, $56200
65, $35900
56, $67700
66, $99500
69, $46900
79, $15800
52, $20100
73, $14300
66, $72300
69, $69400
51, $27900
72, $42600
27, $71200
54, $58900
78, $122800
48, $59500
77, $13800
58, $86900
48, $20100
34, $66800
37, $38000
56, $217500
84, $135700
57, $11700
34, $36600
39, $116500
55, $36700
56, $106400
42, $52800
28, $75600
66, $211200
46, $60000
52, $18300
57, $35900
77, $34600
54, $649200
55, $78800
53, $48400
50, $40500
42, $118000
30, $46700
47, $497000
72, $36900
32, $751900
71, $119200
71, $27900
63, $62700
22, $27000
42, $101800
58, $735300
68, $74200
37, $48400
59, $12900
31, $52900
74, $57500
60, $26500
50, $45700
83, $48100
34, $89800
45, $73100
55, $77700
64, $137400
68, $95100
50, $10700
32, $25900
34, $75900
64, $669800
69, $41200
55, $15500
29, $12300
41, $104400
46, $69900
48, $331700
67, $73200
28, $54500
49, $79700
75, $135100
55, $8800
53, $31200
85, $25800
52, $34100
42, $62200
55, $39100
46, $26400
46, $48800
49, $88400
66, $21000
52, $53400
31, $129500
65, $73300
50, $93700
23, $40700
37, $443200
55, $111500
74, $46500
55, $19900
37, $9800
63, $42100
48, $90500
67, $19100
29, $20200
60, $79100
52, $118700
71, $54900
55, $84600
87, $14500
27, $53600
44, $44200
56, $64400
55, $71600
41, $540300
55, $112300
24, $109000
67, $20200
48, $32200
27, $147500
62, $97500
55, $19600
42, $139700
33, $460100
57, $59700
50, $47000
64, $1600
72, $59900
52, $655700
70, $40700
44, $82300
81, $23400
33, $36300
50, $119000
24, $33000
54, $12400
35, $65900
49, $135900
37, $39300
56, $75200
59, $38600
63, $81200
53, $18600
57, $86600
24, $73100
33, $24200
65, $31000
91, $22600
38, $43600
39, $87500
65, $92900
80, $38600
81, $59500
91, $56800
50, $30600
53, $33100
69, $15400
44, $111800
54, $132300
40, $80800
76, $32600
80, $68000
70, $39400
70, $69400
40, $36200
22, $37300
61, $64600
85, $38000
74, $98900
59, -$1600
39, $34100
80, $135800
45, $42600
44, $815000
66, $57800
59, $99700
78, $23100
56, $64800
52, $28000
41, $33800
57, $72300
44, $47300
46, $9300
59, $69100
50, $472400
69, $113200
46, $122800
65, $31800
39, $45800
71, $26100
64, $36600
37, $139700
87, $23300
41, $64300
71, $75700
43, $60800
67, $38100
72, $49900
55, $110300
38, $41400
57, $118400
72, $36400
46, $507700
60, $128200
35, $82600
40, $21800
34, $58900
67, $30700
40, $40400
59, $24300
26, $59100
38, $79200
53, $51200
73, $16400
68, $18800
85, $14100
61, $82100
57, $29200
51, $50400
56, $141900
50, $104500
48, $29200
67, $22200
41, $60500
77, $934600
27, $54700
43, $146300
27, $576900
64, $30200
28, $702000
62, $72400
61, $89600
53, $145500
43, $130100
